questionLogID,questionID,difficulty,createdAt
"X'88AB10431BE842E4ABF5480C7DA66223'","X'FF017A2EB617426C85294A43F82BEF0B'",0.99,2024-04-05 11:45:03
"X'88C196BC1F2B4B88BB6E406594E90DEA'","X'7FAA2D5675E84DB5B9120261E0D3E547'",0.60,2024-04-03 12:44:08
"X'88C6BEF7A43649A2984660D0325FDCE7'","X'2FAF40DD962C4EC1B90DE4B7EC9F1791'",0.50,2024-04-03 14:59:51
"X'88D21B92401E4650B381AD7638697447'","X'54B86369A44049D3A14505331652794F'",0.80,2024-04-06 18:34:19
"X'88D51BC9E9794D7B9526B8EF5AA19622'","X'D4ED87D0608D4DDAA78D09B31A7A0140'",0.60,2024-04-03 21:17:43
"X'88D6970144194526B685EA9EFD51CB39'","X'4FF7DE68C0B84F0DA4FFFDA4FD3F15CA'",0.91,2024-04-07 19:27:09
"X'88DB048182374EADADE3174CFF78EF7C'","X'F9EA0D3AC5934C09A4168CA58DCD86CC'",0.99,2024-04-09 08:02:50
"X'88E251AEE32F4DD7B2FACA6FAA1D92DA'","X'798D01130A3F4A389536918926F66DFC'",3.41,2024-04-09 08:44:38
"X'88F537180A984F848AA9E07E462CF7B6'","X'DF30224D2DCF4E3495E72398C74A2E78'",0.71,2024-04-07 19:11:57
"X'88FC666608BF4FA9857B4D8491610E34'","X'6825FFEADA5B43AF9D862728A0600A44'",0.51,2024-04-07 15:21:52
"X'8902D5FD722F452AA7A7CF24C94F9F7B'","X'AB041521789146E4B1CDE19AEB722EC7'",0.63,2024-04-05 11:55:59
"X'89084954A38B4F3AB4A6712C0AA7722B'","X'B50E114914E244939838E07C4103968D'",0.33,2024-04-08 22:22:15
"X'890C394E4C4247E3BF97BBA74571392B'","X'F757E2D039A94F3ABECCDADD7EC7FC60'",0.41,2024-04-07 11:03:19
"X'891AB1A23A72441F97A91086AD4CBCB5'","X'7468F3E06A98489F8AEC43665E66547A'",0.40,2024-04-07 01:41:03
"X'8927A3C3A77B4442A29A736458F888DE'","X'CC940FDC7CFD4014AB38795A0776DC46'",0.70,2024-04-03 14:50:30
"X'892C5F9FDE894FA394CCBC0922C88C91'","X'D4A109D821764FDC92738D6074E4244E'",0.70,2024-04-03 15:02:43
"X'893AE6DD554246D89BC23F6193CCCC20'","X'DFA7086E1E5543CCBFE0D25028302444'",0.70,2024-04-08 10:15:31
"X'893B6C43FA204937A7DB263A1B227C68'","X'20C0F166647343B389659F7A15C18A65'",0.80,2024-04-06 18:34:18
"X'893FD925F2C4481DA5D993F032DB03D4'","X'C6CCE9CE72B747D29F33798D699D27EB'",0.61,2024-04-03 21:15:44
"X'89452494E5624BE8B42FBC4D525D1B0B'","X'996CADB6193C4C21B59F8670FAC998A7'",0.38,2024-04-01 21:10:29
"X'8945D4D9BE374F4D88CE21FFAC5E9EDB'","X'F7D82D476114434E9057F91AA5F63136'",3.93,2024-04-06 19:25:29
"X'8946F1F13C374AD09EA698B380C74755'","X'AC56DCCCA6CD492B9688DC53D46832F7'",1.12,2024-04-01 12:46:31
"X'89477FF2DDA0403C93B701675BE3320A'","X'810EA2FE36AC4595B5A27A41DD0D71E7'",0.40,2024-04-03 15:00:35
"X'89503D862280411681C48B4AC4AE8AB3'","X'A3938929347A41029A34620FD55E6B69'",0.40,2024-04-08 19:00:59
"X'8951127903EB43CDA033575C4F8DCC7A'","X'A52DC033A5DD47A3AA8F70EF6A770729'",0.50,2024-04-04 01:42:46
"X'89520983846E4750B235DD60CBF034E8'","X'65579DA5717B46428E05E24A4E2AA56D'",4.10,2024-04-08 22:45:09
"X'895FF60A1CB74E03A885E0E02A4367C2'","X'77B59222543E4789A8EF2E3B8DC98721'",0.61,2024-04-04 18:36:22
"X'8963F232FDCD4A7084303DED8314D8D3'","X'C247B771166548BD8CA97A44C53AF8B7'",0.61,2024-04-03 21:22:19
"X'89668B7F16864CB1A1CB49F51F5BB675'","X'7E3BEB74DA1042DCA4EC84249D901E78'",0.40,2024-04-08 19:13:46
"X'896CFCF1BFD647DB8F7A4F6F07B98E16'","X'2FE7EF035C7442EF9F7A2D9727E9B846'",0.50,2024-04-06 19:20:54
"X'8974D67A50BD41CA87D2B5AB8EA2659D'","X'31F5EF897F2F401DB356DD3EB52B85DC'",0.50,2024-04-02 00:36:37
"X'8978237BA47F497F87ABE42B04581E89'","X'81879317A09944B5AD843A7DB8280343'",0.50,2024-04-04 01:43:05
"X'89A0122B5FC74B7C80B80FE68B7C95B9'","X'4221FCD9E507492E99975C6E5197264F'",1.05,2024-04-07 23:34:50
"X'89A8865908644832B368D42771F6A8F6'","X'FBD4FF6BBA54411BB49C827F41FD6D42'",0.49,2024-04-08 21:22:21
"X'89ADBD1A953A4835B85DE5ED8584780D'","X'4E2EAA2339AF4CBA879D1F7DCA35815C'",0.40,2024-04-03 15:00:52
"X'89B4A14240274A0695693222821DF6BE'","X'2E509A2D07A743E4AD6AA28F23127629'",0.30,2024-04-04 01:35:06
"X'89C1C29380F0468CBFCBD877878C3491'","X'1938E25C004D4B01A1BDA6F7A819979F'",9.57,2024-04-09 13:02:30
"X'89C80CF05CBD4FE38E2DE37CFDF4BE75'","X'2E90BA719889409596FFD702E7670873'",0.40,2024-04-07 21:05:09
"X'89DF6138982443C68B05C0C12D3EFC9B'","X'FE468136AC2041A2933AB596AF31FBB0'",3.09,2024-04-08 16:44:30
"X'89E43C266A484B3F8084BDA4F8644194'","X'AC9AA6ECA24E4C6FBCE5C912441AA8C8'",0.60,2024-04-07 13:29:12
"X'89F7AFBF80204C1DBDD4AF4854E95F4C'","X'6631113DFD9C4367A20A138629910F2C'",0.64,2024-04-05 13:20:08
"X'89F8F22597D849839F3E60516ACA2285'","X'7190D560BCDD4FAA89C27C1D58DF37CD'",0.31,2024-04-05 13:14:57
"X'8A025FE06EF84F24B3D53174C84AC25E'","X'C743664871F74C03972CBB547CC1D79F'",0.97,2024-04-07 23:21:33
"X'8A0796CA68E144DD8D20DB1C77FF6BF2'","X'AF04ECE2B11847539AA039D04369E1C5'",0.50,2024-04-03 20:52:21
"X'8A146B6B1ADA4FC7BB4F623A4F230199'","X'E0B362ABE277423DBDFE132F4AE5DFEC'",0.61,2024-04-07 16:41:36
"X'8A1ED929BBA745719E9BAA5EB6AB6497'","X'7FAA2D5675E84DB5B9120261E0D3E547'",0.92,2024-04-05 10:56:47
"X'8A2F89BB163B404CA702E50A79690E8E'","X'24922F314830467D89F69491DF05494F'",0.70,2024-04-01 23:45:07
"X'8A32DE2609C64AF7849C0E0F663C0310'","X'CDE79713CA2D455A88F8A4748B96AB05'",0.31,2024-04-07 16:51:13
"X'8A3BD92786CF468A814EF1E98589BEE5'","X'C69C61BE04834FDCAAC09774E774A653'",0.60,2024-04-03 19:35:29
"X'8A473287FBE74599B63542B5CC45C1A4'","X'E37634A6076F46EE977757311ACE804D'",0.30,2024-04-06 18:34:18
"X'8A4E434C781E4DCE89FF3D1FA303500D'","X'5885F483BC4B44F19FF70DC34109B6FC'",0.80,2024-04-06 17:43:13
"X'8A523232D9B04690B176CA8DE41B7ECC'","X'FB3BC40267964D8F9D7B9D1E21A52580'",2.07,2024-04-08 17:01:09
"X'8A6584223CDA406E9F72A08AF1AEBB28'","X'C99705DC23554D6099290298AC74E001'",0.81,2024-04-07 16:56:34
"X'8A6A906088994FA7A88D35C596B55AAE'","X'0DDF0F723C4C41259B0DA739468FC582'",0.80,2024-04-08 21:20:31
"X'8A6B51C6DD2942ACA3178B39FB4326F6'","X'6D664363ED7E45E5A0636897B0E163CC'",0.95,2024-04-06 17:37:18
"X'8A76B07AF1F449E0A3235BD0845918A6'","X'3FC5CAEA4DBA4E87939ED6521D7B1149'",0.54,2024-04-07 20:52:45
"X'8A8697AC0C964CB5A6A86DCF3FE0B9CA'","X'5045BD6B0BAE40CD96867EC0E04E3F21'",1.55,2024-04-07 17:59:14
"X'8A895A2CA2654904BF7DFEC309324E0C'","X'BE309A9517A643A9BEF179A48AE2ACA4'",2.96,2024-04-09 08:26:57
"X'8A96CC261C5F4A84A4E711DA22752FE2'","X'50ECECBFEAC7470B8078C0D9F40151B1'",0.60,2024-04-03 15:10:58
"X'8AA5A29D81584CB681AD536BB671C609'","X'FF017A2EB617426C85294A43F82BEF0B'",0.30,2024-04-03 12:48:05
"X'8AA7E3948C11429B9B9EDD66E1CC73C2'","X'9183217E893D484FB15513F7F5CD65AF'",0.70,2024-04-07 15:17:47
"X'8AA82184A3CB409AB50FFA237C7C4751'","X'96975C13756942929332A5EA569A2568'",1.05,2024-04-07 17:29:01
"X'8AB6C6B6C96A48428306A311C5999C5D'","X'6825FFEADA5B43AF9D862728A0600A44'",0.50,2024-04-07 13:23:48
"X'8AB83291D59C4CD2809DCE806EE7DE6F'","X'C99705DC23554D6099290298AC74E001'",0.80,2024-04-03 13:06:22
"X'8ABC570B2B2F4E97BD658EBEF998CCB8'","X'FE57DBE6E1D447C79923C501D5D13A92'",1.43,2024-04-05 16:15:45
"X'8AC7D51ACB1C4A1F95A571427FC19584'","X'AB20CB99A5B24C55A1A84AC4E5B52252'",0.50,2024-04-04 01:36:25
"X'8ACB745DE2EE41E9B29363C0996CCD13'","X'52B38CFC73C949F481F8107ACC818AD9'",0.33,2024-04-07 15:20:06
"X'8AD493872ED946D6BE3EA7AFE8F034EF'","X'A07700B204E94B2DB54EDF5E2C9B19CE'",9.49,2024-04-09 13:03:39
"X'8AF230AD7988424BAB1E2E9C4199070A'","X'DF64EEF14C4D42BFBE10198764ADE907'",0.41,2024-04-08 10:14:15
"X'8AF72BED51EE4EF0B0EC4E8C35936CD3'","X'F9EA0D3AC5934C09A4168CA58DCD86CC'",0.93,2024-04-09 07:58:25
"X'8AF87A9086AC437F8BC6F6C96F903264'","X'DF35F42954174FB897F4CC6535F11F27'",1.94,2024-04-08 17:44:50
"X'8AFD64B769A24986BE6AA8BD0D402F95'","X'4DEF9449DC7E45709F2B2821388C9FE9'",1.86,2024-04-08 20:14:02
"X'8AFE59D9D2294C22A4D03D79B27B028F'","X'37125837CC1D40E9ADEB5C1BDEF99B05'",0.59,2024-04-03 13:39:36
"X'8B2106F07D9B46638D5564A9EC51B0B5'","X'03ED46AE4E2545A3AE8692C6A33C1159'",0.50,2024-04-04 01:40:22
"X'8B2B2BD70B5845ABA07A9B22AB6ED9B5'","X'9495F4216B96421AB6F46D5DA7B2C2AD'",2.56,2024-04-09 08:14:35
"X'8B378F71C3384EA0868DB1BA5B877FF8'","X'0C31D0C7915F4D95AC436EB11FA61681'",0.90,2024-04-08 23:15:28
"X'8B40A4B9D84246429A29CD359A999AB8'","X'5E0277C3463B493490017717CB30FA6A'",0.60,2024-04-07 17:50:57
"X'8B546E2D924947D2B23C2AB2AFF7E7E8'","X'C9D664EAA4564952B17AA748ED51B6FF'",0.70,2024-04-07 15:59:55
"X'8B57AE4B09344364A9A7C56326769533'","X'E526C897DF5D4D1BBC2F8BA741301E45'",0.70,2024-04-03 08:35:25
"X'8B5A83F04CFC47AC990ED9EAC4330F81'","X'02E52A47530B454BA4B203C731EC3B3E'",0.50,2024-04-07 21:05:43
"X'8B5F05D624C34E86A99E8D97A87A251C'","X'15D7FD52D1AB4B0CB988BD7A2B85BBF7'",0.60,2024-04-05 14:03:09
"X'8B7151B9742E41CFA655604B6C91C9A4'","X'B7284E27B83B409B8BB4F7ABE998F8EF'",0.30,2024-04-06 19:44:11
"X'8B726CA6196F4959A658F86561C78321'","X'5885F483BC4B44F19FF70DC34109B6FC'",0.84,2024-04-07 15:18:39
"X'8B8A674A00EE40F8869D163123729D0B'","X'766F249974124A3DABA6C523BBB50300'",0.71,2024-04-04 21:50:21
"X'8B99952086B04CE1ABE2F83026DA4336'","X'403AF5B525B2445F80A82ED70811E224'",1.17,2024-04-08 20:10:37
"X'8B9D495E984C441C95C93BCE58F2B37C'","X'70294088B6F3493F8FEF5FFEDBFFB9EF'",0.60,2024-04-02 00:36:19
"X'8BBB5A2D78CD4C14BF51D35F69440500'","X'48851B343FA24A318BF67E03AEA78448'",4.26,2024-04-09 08:15:46
"X'8BBE436E414D47EB955D765F6C73C146'","X'98CC2B038E664125B0FF0BAAED648D24'",0.30,2024-04-07 22:30:40
"X'8BDE3931754D4DC1B7F502EBDA1B266C'","X'FB55FAE78ACC47FAA71C17B55F4D5A53'",0.55,2024-04-06 17:21:17
"X'8BDEAAD171B94BFB8F3D7B3A561CD018'","X'810EA2FE36AC4595B5A27A41DD0D71E7'",0.40,2024-04-04 18:30:16
"X'8BE06B4D2A4A4E7793E0F9E44414B15C'","X'7BF96BFCE94E464C9E9EF9256FAF9593'",0.94,2024-04-08 17:00:57
"X'8BE21423E5D54EF2B3C949E9D89F28D4'","X'A731E0235AA74D5EBD2C364DEC3D51E7'",0.73,2024-04-07 17:43:21
"X'8BE79CDEE22B464D926023784A0E1215'","X'221252B1E08948EAB6DD3BE259F022E2'",0.60,2024-04-03 12:57:56
"X'8BF45FF4F6F64BBE854C089B1008C092'","X'3EFF66D57E4E499DACD594FA11A808FF'",0.90,2024-04-05 18:28:22
"X'8BF962D2745C4D27914E12431243A644'","X'81879317A09944B5AD843A7DB8280343'",0.50,2024-04-07 16:13:46
"X'8C05C459B6DD468B8024F3B103355936'","X'B3FEC63EF37545F4A6A9B5250F4CC040'",3.01,2024-04-07 19:32:53
"X'8C109FA9CA0D4A94A4950B9EFAB83691'","X'D34FE99591F74490A1E233A931B6897C'",0.70,2024-04-04 18:48:43
"X'8C156D05D07B479DADCAB2ABA75127EE'","X'C8082A5EC6474F259B2B654039232EFD'",0.30,2024-04-07 18:48:12
"X'8C212CFAC73A47B5B862720A2407E0B7'","X'5213B070D29F4B508B02C8BB526A0F92'",0.30,2024-04-05 21:15:09
"X'8C2AADBA5B074ED9A7D8D1B9AFF901E3'","X'2ADDC19B052949E1A2004E373C1AFFEA'",9.98,2024-04-08 17:14:42
"X'8C2C44BDF6AE4662AB30EA712ABF228F'","X'FC3C9206E1E94B439BC4C8A54178E535'",0.40,2024-04-07 12:54:21
"X'8C319263C94745A2B47F7F838A74FE18'","X'4F25B19CA2DC4908A46A161B1FFBC4C4'",0.78,2024-04-01 12:48:46
"X'8C42F16B58074CC1B4515E75E15A3307'","X'CE9DC6BD442A451DA61A3761DAFE7A25'",6.56,2024-04-08 19:47:50
"X'8C459FA367424D4CB173B7D7E7ECE9C3'","X'57D24BE431714FECB32813A01CEEBBB4'",3.41,2024-04-08 18:36:54
"X'8C5146A67C9E4E3AA19E9C07E100A8FC'","X'2432E5E95D684112831AB42D1CD96A5A'",0.40,2024-04-07 13:17:42
"X'8C5649AA78D14D50BA6FAFCACF71458B'","X'F76E8DF0D3084A88B2D72D8EEE20FA2E'",1.04,2024-04-08 22:20:06
"X'8C6EAA4857004187861BAFBF990DEDEF'","X'4DEF9449DC7E45709F2B2821388C9FE9'",1.21,2024-04-08 17:26:39
"X'8C7222C0055E45AEB1493C6A3518D8E6'","X'BE0B25A7317245BFB360D31F937F0E81'",0.60,2024-04-05 11:44:16
"X'8C7CC33D40294E04B65E1F6FA666BAC8'","X'7F74B24CBF644A6D8783F4AE13AA265E'",2.24,2024-04-07 23:35:18
"X'8C836718EB97467FAAF0D8135666EAF8'","X'FF017A2EB617426C85294A43F82BEF0B'",0.55,2024-04-04 18:44:23
"X'8C8FD7A2CBE941459534B44A8F9EB2A8'","X'3C65C3D1363C448BBFB394A6344F7A63'",0.60,2024-04-03 12:52:54
"X'8CA371018F1241CF8D10E3AD98F5B24F'","X'14E4000564D746A780ADF46F14A551AB'",0.88,2024-04-08 20:29:25
"X'8CA8148C45F240F486A253CA155E8D1A'","X'CF40212F7842463AB6AF2CE8C96CA73C'",0.41,2024-04-07 15:19:57
"X'8CC3804619B64854BB6DF0E65AA2DFC0'","X'D116A2DCB06946CBA972D41613B14D0F'",0.60,2024-04-04 01:36:16
"X'8CD5C9FDB6534A2BB6C80E1E02BEE5FE'","X'068AF8B6161B42D188554D2E72A680D7'",0.70,2024-04-07 18:36:22
"X'8CE0D3E3A66149E7BE1BC2BDD3AB9B74'","X'A9280676F6FF472BAE9905F0FBF4EC94'",0.94,2024-04-08 16:49:55
"X'8CE5290637E84B51A4B87BCB65D31EBF'","X'CE9DC6BD442A451DA61A3761DAFE7A25'",0.41,2024-04-07 21:22:38
"X'8CE75CD3841143629D75D97DA1CFFB74'","X'4F4903C02F3E4741923AF4C67E32422C'",0.33,2024-03-31 21:50:03
"X'8CF170AEC85F454BBB9879A77C9A4E7C'","X'0FDA4670E97844F0A3523DF60928B3EA'",0.44,2024-04-08 19:12:35
"X'8CF80E43F2A44161B2FC3A6A4CA918A2'","X'6631113DFD9C4367A20A138629910F2C'",1.50,2024-04-07 21:40:48
"X'8D207A414A5D4BB7B35C180759A9C1E0'","X'A52DC033A5DD47A3AA8F70EF6A770729'",0.50,2024-04-07 21:09:48
"X'8D244E3A0645465BB0E90C8FD58C363E'","X'9C1F989FF6504B1483F34CF09715A510'",3.41,2024-04-07 21:40:47
"X'8D365761DD9645319BA48839B59A5E04'","X'D92B20A47C9449549F6527C0F44D891C'",0.64,2024-04-08 14:43:11
"X'8D4C5A068A3E4154B41F80C725C54D20'","X'4FAE7E7A7EF34CE69849D2712E0D3EC1'",1.13,2024-04-08 19:47:16
"X'8D6BB850A445461A94075779EB50C89D'","X'DEF20D502CDA4C5C881449F7E24DFE4E'",1.03,2024-04-08 17:04:01
"X'8D6F2225188D44A89E453CAA713BCF89'","X'2AA3E5C8687E43FE9B3F7C7F4410DC88'",0.33,2024-04-08 20:26:25
"X'8D6F4FE9E5724E84B184DB618A6E564C'","X'EE897E29A3C84AA19334CBE3DE62F41E'",0.60,2024-04-03 13:03:54
"X'8D752E1FA98E4C94AA1B87DF1AD1F2C1'","X'9C497250CC644B1898E1C7C35110EDB2'",0.64,2024-04-08 11:50:48
"X'8D78E08E151047FBBE6F564ACD07B245'","X'221252B1E08948EAB6DD3BE259F022E2'",0.61,2024-04-05 14:16:34
"X'8D7A46F9350A4B549A6682C281C7F1DE'","X'5BE2A76244544D969640A1A7EC30237D'",1.38,2024-04-07 14:44:22
"X'8D80C21579114B4CA26680D83E561F2F'","X'BDF5C909856B421FB62ACEBD46C2BD73'",0.70,2024-04-03 15:11:09
"X'8D96A5F33A3E4241B4769B14E543976F'","X'4FAE7E7A7EF34CE69849D2712E0D3EC1'",0.40,2024-04-07 21:03:23
"X'8D98E8BC2BF7440D9BD60404E5760837'","X'5FF67B58424F4B22B676FE9BFB49AA7E'",0.40,2024-04-07 22:19:57
"X'8D99BDD61E0F4610A7B7F89AF25834C9'","X'0E4A0ABBE6A8439C83DE0B73FEDAE739'",7.60,2024-04-08 23:05:20
"X'8DC116A70087479CBD8F919BEA377618'","X'4224464C062A49F080E33B228851AB31'",5.92,2024-04-08 19:45:39
"X'8DC84B139BD847978B7851828C232A00'","X'F9EA0D3AC5934C09A4168CA58DCD86CC'",0.90,2024-04-04 01:45:09
"X'8DF0E7800E33490CAB3369BCD221A369'","X'5B87EB6D950B44E8B4E9E4C622ACEFDA'",0.61,2024-04-05 12:35:42
"X'8DF6730597FC4C29BB87074891848A52'","X'B952EF9DCCC14C6D8AEACD60F2C1E5A7'",0.33,2024-04-07 22:32:14
"X'8E157AA4602F4047AEB156E4A0D43F26'","X'1973D7C3169D4D74904B6B85A0D6F1FE'",0.15,2024-04-08 18:57:20
"X'8E3EAFA9106C4023AE2757D7BB827227'","X'CF516B1FC9BF4D37A5E60C4A012A4AA3'",0.15,2024-04-08 17:28:03
"X'8E4BE1689D044C90855E1E90DD29DCD7'","X'146F55C32A67432B97E787A708F3CD63'",0.40,2024-04-03 14:16:32
"X'8E5C9D6A8CAB47BCB5D52CA26F061414'","X'EB613F09CC3244CC853AB001BFC8A04D'",0.65,2024-04-07 13:17:11
"X'8E644E7D5C0F4115BCF657AE08B6A78C'","X'789CEAA2571C4761A576307C235C208C'",1.03,2024-04-08 22:36:19
"X'8E6E4D69B8FE46DBBDA3222667EF36F1'","X'B952EF9DCCC14C6D8AEACD60F2C1E5A7'",0.31,2024-04-07 22:15:40
"X'8E7053DB5D2B43AFB3AD71694E9DAE74'","X'5E77E4B272004B5DB9045FBBBD55A085'",0.50,2024-04-07 20:49:34
"X'8EA093D1200C4396A275CE9B782CEC12'","X'B018119CB1764FE2B452F916CF89231B'",7.88,2024-04-09 11:06:40
"X'8EA25BC0584A402DB9255D769AD3B74F'","X'75595B94CE08482EB6E64AAAC8841365'",0.60,2024-04-06 17:32:39
"X'8EA8392F2B4947FD9F0738936E99111F'","X'471958D511AE46F0939E03B88C5CB2D5'",0.81,2024-04-07 16:30:48
"X'8EA8B31AC8ED4C229451D28CE23AFC65'","X'CC940FDC7CFD4014AB38795A0776DC46'",0.70,2024-04-02 05:56:49
"X'8EACF0E0897F4FFE8D7F47F922C31585'","X'043545C746C9415C8242D645162AC362'",0.53,2024-04-07 15:19:11
"X'8EB48563B5034634A0C6A7A25A6A7B8E'","X'78B10B968B9F4904B98E90A0FA3F999D'",1.60,2024-04-07 19:38:44
"X'8EBF2223E52A476B8F4706D6BF7A1DAF'","X'FCEA4B224A544B8DBC6D9064CBDE4F79'",0.50,2024-04-08 19:21:44
"X'8ECA5327B1154EE182E54079A66F4EFD'","X'023F9AC52A8644368F2CF66208C940BF'",9.17,2024-04-08 22:45:30
"X'8ECBF8FD9BDD466497CAF1640BE13EB5'","X'EF8FECD8FCAC42C99B664F8504DB4B3C'",1.94,2024-04-07 16:55:02
"X'8ED00334B04048FC8BFB9CFD8FA91233'","X'88C0D9DB1EC04AA3877BDE5EAAF164C4'",0.20,2024-04-04 18:45:20
"X'8EE5B89909EA4B7DAB6FDED864F60E48'","X'F4E45685355741ADB39CD2DE64D2C05A'",1.86,2024-04-07 19:37:25
"X'8EE66CF80C424187A9DA5C89EEAF03E3'","X'78DADDC88B6C4E42875BA1E29052DA81'",0.61,2024-04-07 17:37:39
"X'8EF0F0CEFF534F03AE28BEDBCAB02443'","X'C6CCE9CE72B747D29F33798D699D27EB'",1.48,2024-04-05 16:14:24
"X'8EF769FB9B4A4740915C769BD9267DB4'","X'833EC9C7F90B4A5DBAC71EF72C91961B'",2.40,2024-04-09 08:05:25
"X'8EF8F6A47C5149D4ADE9D37833D3DA67'","X'F354EEECFF2E43F3B2480D0DE2AC338C'",0.35,2024-04-08 20:01:53
"X'8EFF30D1F95142858CE5C4C7F7360E5A'","X'E74698FE62614ABBB3427C4190F09C38'",0.33,2024-04-08 12:03:51
"X'8F02FB231C754459A9D6BFB96CBD8E5D'","X'B88D50251275463DA9A50D97E6C9D577'",0.74,2024-04-05 11:53:51
"X'8F06444697BC4C54ADC174F35C3BC536'","X'B44D42CFDF2C48F5B5D411BCFD550284'",0.55,2024-04-08 20:03:43
"X'8F0DAD7C7DCF43F4AF58E3505346FDC9'","X'36FDB9552A3347C29FA7DB0F12D89765'",0.50,2024-04-02 00:36:31
"X'8F12073612AD456D8488EEFAA7522582'","X'8FE1C91E67D4480496EFC061523B37A8'",0.70,2024-04-03 21:21:35
"X'8F12916EF28A4E7196E84677261D20FC'","X'2C56D642B9724F028EAC72FFADD827BB'",0.70,2024-04-07 13:34:38
"X'8F3A1020F03344D590A72BB1285D846B'","X'2432E5E95D684112831AB42D1CD96A5A'",0.40,2024-04-07 13:15:36
"X'8F3AB69CC29649708EB2C4940EFDAD6A'","X'0A4CA3B4C132403F8E1F5A8C7B96F01E'",0.71,2024-04-05 12:38:14
"X'8F4B043FB9EB4E239CD780124C6EB6E6'","X'0250538401254DEB80D737767C3F2DD4'",0.70,2024-04-06 18:34:20
"X'8F4F5B7572CD463FBF5E96143206C18B'","X'8B547124E54149E38222F275E816CC1E'",0.30,2024-04-04 01:35:33
"X'8F7B0DD84A31422180D25A39C2192DAB'","X'3E3EDDEC7F0044549CD5C1E5705B3E72'",0.64,2024-04-03 13:26:12
"X'8F845C55E4B64A06ABDBB6282F9FDD79'","X'F5EBABA15DD7423FB1748508570C6AAD'",0.30,2024-04-08 19:01:22
"X'8F957B208471429EB165621369B27F2B'","X'25877D0FB5464A9DAFA805CAA1D7DC73'",0.68,2024-04-02 10:00:31
"X'8F9A7404C0C44D69942130261261DF71'","X'2E90BA719889409596FFD702E7670873'",0.49,2024-04-08 10:15:11
"X'8F9C8A23B43E498CBE2FFE19F9710647'","X'EE897E29A3C84AA19334CBE3DE62F41E'",1.25,2024-04-07 16:56:11
"X'8FADC504CB31479997D3CA1DC93C8983'","X'952599460C8449D492F6F92FBE5A771C'",0.80,2024-04-03 12:53:17
"X'8FB62801DF0E4E6AAC58EB8FDE08ADF5'","X'3AEA03F9720E49898B35E6484DE1B057'",0.79,2024-04-07 13:15:46
"X'8FC848408DD548B9BBDBFEEA8E7854ED'","X'5EDF3A90F40E4201B210E1CFBB5B880D'",0.40,2024-04-07 18:54:16
"X'8FD5D8076C974ACBB049433EA41A8125'","X'37A0FC27F4B945BCA436755E149324C1'",0.86,2024-04-01 12:47:56
"X'8FD8D8AB1CA5430E8E2160EDE57E6D53'","X'B952EF9DCCC14C6D8AEACD60F2C1E5A7'",0.30,2024-04-05 21:06:45
"X'8FDA14449EF144C88F807CCD302D41D9'","X'742152E6B0A444B4A76BFB9E7BFDF0CD'",0.30,2024-04-08 10:14:08
"X'8FDF314D291C485BA505865E24A7ACA1'","X'131BB395AEEA4EB4B400D7C12B153F6D'",0.30,2024-04-01 12:47:14
"X'8FE16153A9ED4053805BD0478E01BD06'","X'E5E998D7F9124D7486D7A170A9732608'",0.40,2024-04-07 11:11:28
"X'8FF3AD3575354E16BC9DA9A1E87B1E33'","X'C85C4621113642F9A1E870E30BF7421C'",2.60,2024-04-08 16:38:34
"X'8FFA8A32279046E3BAD93B80660BE867'","X'1AA3BB2616E2488DA370A27C2A94C5BA'",0.28,2024-04-07 15:55:24
"X'8FFD33972C7544FE8D5535E0118A2725'","X'53421812C7F54388BF0E59E2869411A8'",0.70,2024-04-02 00:36:37
"X'900018354CFF458EA799A474EAA5BED3'","X'E9CAF5363CDC48498DDF652C90E2C7D0'",0.60,2024-04-07 13:11:25
"X'9001FE5123CA4469ACAF7202EF5149B3'","X'3ABFF3A3E60E4BFAAAA6EB910E3A0DFD'",0.23,2024-04-01 10:58:11
"X'900630D6A9E545E5A2F998A3BEAB7003'","X'50363D74DCED4A9C9E57749E3043440F'",0.50,2024-04-03 01:19:54
"X'9008E335201643949E8D7C70E7C45028'","X'6D664363ED7E45E5A0636897B0E163CC'",0.95,2024-04-07 16:55:20
"X'901F5FF2113247569E66D96B8B234349'","X'3CBB5DF01FE245EE932C8EFE8E7B5313'",4.45,2024-04-08 21:53:58
"X'9041E804D9FE47008B00D3099996157F'","X'952599460C8449D492F6F92FBE5A771C'",0.93,2024-04-05 12:44:45
"X'904277D2008143F7BEDB71767F0682BD'","X'E9CE7A5069F84EF4A0C9BFE38F454943'",0.40,2024-04-06 18:47:22
"X'90489BB8B2114B40A0129ABFB8D62CEF'","X'066067827E614AFCB35E31FC55C71914'",1.14,2024-04-08 21:32:38
"X'9049E5361D164A4BAD17134B1CA44CCD'","X'E5EE65306D664AC18BCB28B46A1FC917'",0.70,2024-04-04 01:42:28
"X'90568BEECF6F49C58DA8D4F09B7E83AA'","X'FC3C2E10562640EBB78FFB08B4802D57'",2.73,2024-04-08 18:22:52
"X'9058D39FB36746C9A4538FB382005865'","X'93ACD3A8F89244BD906D43D6C3B164A3'",0.80,2024-04-04 18:42:41
"X'905AC7D300FE45ABA586CEED96796CD3'","X'879D5A4626FE4369976D3551815D85C6'",0.11,2024-04-08 18:56:45
"X'905CBF078AEE48D59AD86EB5316295D3'","X'796BBA3255194569B9A854DAA56C40BA'",0.43,2024-04-08 11:49:36
